Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2020,NJ,New Jersey,Mercer,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,34.8,,,29.1,40.7,385898,34021,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Middlesex,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,11,,,8.8,13.5,860807,34023,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-74.4074303 40.4396214),2490
2020,NJ,New Jersey,Passaic,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,70.7,,,67.6,73.7,518117,34031,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Burlington,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6,,,5.0,7.0,464269,34005,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Warren,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.5,,,8.3,10.8,110731,34041,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Warren,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6.2,,,5.2,7.4,110731,34041,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Somerset,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.3,,,7.9,10.8,345647,34035,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-74.6199378 40.5655273),490
2021,NJ,New Jersey,Warren,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.5,,,34.0,43.1,110731,34041,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Monmouth,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.2,,,8.1,10.4,645354,34025,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Ocean,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,14.2,,,11.8,16.8,648998,34029,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Salem,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,85.3,,,82.3,87.8,65046,34033,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-75.3573559 39.5738282),2494
2020,NJ,New Jersey,Atlantic,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,37.5,,,31.2,43.5,274966,34001,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Cape May,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.4,7.5,95661,34009,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Sussex,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.1,,,15.1,21.7,145543,34037,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Burlington,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.3,,,8.1,10.5,464269,34005,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Essex,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,13.4,,,10.9,15.9,854917,34013,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Hudson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.9,,,4.3,5.6,702463,34017,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Warren,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,74.7,,,70.0,79.0,110731,34041,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Ocean,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,14.4,,,12.0,17.2,648998,34029,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Cape May,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,38.4,,,34.4,42.9,95661,34009,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Hudson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,17.3,,,15.1,19.5,702463,34017,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Atlantic,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,16,,,13.0,19.3,274966,34001,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Middlesex,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,9.4,,,8.0,11.0,860807,34023,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-74.4074303 40.4396214),2490
2021,NJ,New Jersey,Hudson,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5,,,4.4,5.7,702463,34017,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Mercer,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6.4,,,5.4,7.5,385898,34021,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Cape May,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,11.6,18.5,95661,34009,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Bergen,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,27.6,,,24.8,30.5,953819,34003,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Union,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.6,,,76.8,82.4,572114,34039,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Burlington,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,9.4,,,7.4,11.8,464269,34005,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-74.6630063 39.8757858),2447
2020,NJ,New Jersey,Hudson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,30.8,,,26.2,35.8,702463,34017,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-74.0786014 40.7313751),488
2020,NJ,New Jersey,Somerset,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,71,,,68.4,73.2,345647,34035,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-74.6199378 40.5655273),490
2021,NJ,New Jersey,Mercer,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,11.9,,,9.7,14.5,385898,34021,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Ocean,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.4,,,6.0,9.2,648998,34029,HLTHOUT,COPD,CrdPrv,COPD,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Union,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3,,,2.7,3.4,572114,34039,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Bergen,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,20.2,,,17.3,23.2,953819,34003,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Morris,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,10.3,,,8.5,12.3,510981,34027,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-74.5472917 40.8588961),2492
2020,NJ,New Jersey,Burlington,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,75.1,,,71.4,78.3,464269,34005,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Cape May,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.8,7.1,95661,34009,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Gloucester,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,22.9,,,19.7,26.2,304477,34015,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-75.1456793 39.7228745),2487
2020,NJ,New Jersey,Union,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,31.1,,,26.7,35.3,572114,34039,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-74.3086957 40.6598707),2532
2020,NJ,New Jersey,Hunterdon,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,6.1,,,3.3,9.6,129924,34019,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Warren,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.3,2.8,110731,34041,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Warren,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.2,,,5.4,7.2,110731,34041,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Somerset,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,28.4,,,24.9,31.9,345647,34035,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-74.6199378 40.5655273),490
2021,NJ,New Jersey,Cumberland,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,32.4,,,28.5,36.4,153627,34011,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Sussex,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.4,,,2.1,2.9,145543,34037,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Essex,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,4,,,3.5,4.6,854917,34013,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.2462919 40.7874003),2486
2020,NJ,New Jersey,Warren,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,39.9,,,32.6,47.2,110731,34041,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-75.0094978 40.8534914),2533
2020,NJ,New Jersey,Middlesex,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.6,,,5.1,10.5,860807,34023,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-74.4074303 40.4396214),2490
2021,NJ,New Jersey,Passaic,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,13.1,,,11.2,15.1,518117,34031,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Burlington,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,9.7,,,8.2,11.4,464269,34005,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Hudson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,15.8,,,12.6,19.3,702463,34017,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Bergen,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,10.8,,,8.8,13.4,953819,34003,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Hudson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.2,,,21.5,29.0,702463,34017,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Monmouth,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,18.9,,,16.2,21.9,645354,34025,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Hunterdon,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,10.2,,,8.3,12.5,129924,34019,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Passaic,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,16.2,,,13.9,18.8,518117,34031,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Cumberland,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,74.8,,,69.8,79.2,153627,34011,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Union,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.5,,,13.3,18.1,572114,34039,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Burlington,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,13.3,,,10.4,16.3,464269,34005,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Salem,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.6,,,3.1,4.2,65046,34033,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-75.3573559 39.5738282),2494
2021,NJ,New Jersey,Union,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.2,,,8.9,11.7,572114,34039,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Burlington,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,10.6,,,8.9,12.3,464269,34005,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Bergen,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,8.9,,,7.5,10.3,953819,34003,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Bergen,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,78.4,,,75.3,81.3,953819,34003,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Ocean,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.6,6.9,648998,34029,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Union,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,16.4,,,14.1,19.0,572114,34039,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Camden,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,85.9,,,83.3,88.2,523771,34007,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Somerset,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,10.8,,,9.1,12.8,345647,34035,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-74.6199378 40.5655273),490
2021,NJ,New Jersey,Cape May,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12,,,10.2,14.0,95661,34009,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Hunterdon,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.7,7.1,129924,34019,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Gloucester,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,13,,,11.0,15.3,304477,34015,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Camden,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,34.9,,,31.4,38.3,523771,34007,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-74.9612493 39.8024071),2448
2020,NJ,New Jersey,Morris,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,74.7,,,72.1,77.0,510981,34027,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-74.5472917 40.8588961),2492
2020,NJ,New Jersey,Bergen,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.1,,,72.2,77.8,953819,34003,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Morris,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,74.2,,,70.5,78.0,510981,34027,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-74.5472917 40.8588961),2492
2021,NJ,New Jersey,Cape May,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,10.1,,,7.7,12.9,95661,34009,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Atlantic,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.7,,,3.2,4.2,274966,34001,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Hunterdon,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.3,,,4.1,6.7,129924,34019,HLTHOUT,COPD,CrdPrv,COPD,POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Gloucester,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6.2,,,5.3,7.4,304477,34015,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Morris,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.5,,,2.2,2.9,510981,34027,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-74.5472917 40.8588961),2492
2021,NJ,New Jersey,Atlantic,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7.9,,,6.8,9.1,274966,34001,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Passaic,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.8,,,74.9,80.6,518117,34031,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Middlesex,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,11.5,,,9.3,13.8,860807,34023,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-74.4074303 40.4396214),2490
2021,NJ,New Jersey,Union,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,19.8,,,17.5,22.3,572114,34039,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Sussex,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,12.5,,,9.5,15.8,145543,34037,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-74.6919141 41.1374609),2586
